value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
11.7,percentage,ai_adoption_rate,unknown,7% are the,14,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763382
13.0,number,ai_implementation_count,retail_ecommerce,13 The Path to the Digital Decade target requires that more than 75%,14,30,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],The Path,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763383
75.0,percentage,ai_adoption_rate,retail_ecommerce,13 The Path to the Digital Decade target requires that more than 75%,14,30,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],The Path,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763383
75.0,number,ai_implementation_count,retail_ecommerce,13 The Path to the Digital Decade target requires that more than 75%,14,30,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],The Path,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763384
2030.14,number,ai_implementation_count,professional_services,"14 As these estimates refer to past data vintages, they",14,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763385
14.0,number,ai_implementation_count,professional_services,"14 As these estimates refer to past data vintages, they",14,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763386
13.0,number,ai_implementation_count,government_public,eu commission presscorner detail en ip_22_4560 14https:  digital-strategy.ec.europa.eu en library digital-economy-and-society-index-,14,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763386
4560.0,number,ai_implementation_count,government_public,eu commission presscorner detail en ip_22_4560 14https:  digital-strategy.ec.europa.eu en library digital-economy-and-society-index-desi-2022,14,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763387
2022.0,number,ai_implementation_count,government_public,eu en library digital-economy-and-society-index-desi-2022,14,32,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763388
2023.0,number,job_creation,unknown,"Notably, AI can create new products meeting the specific needs of the",15,6,0.7,2024,pattern_matching,[],Notably,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763389
15.0,number,job_creation,manufacturing,16To compensate for the lack of data on EMDEs new,15,30,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763389
16.0,number,job_creation,manufacturing,16To compensate for the lack of data on EMDEs new content must be created for the models to train on. Some good examples came recently from crowdsourcin,15,30,0.76,2024,pattern_matching,[],Some,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763390
17.0,number,ai_patents_filed,manufacturing,17https:  www.washingtonpost.com world 2023 08 28 scale-ai-remotasks-philippines-artificial-intelligence  and https:  time.com 6247678 openai-chatgpt-ke,15,30,0.76,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763391
2023.0,number,ai_patents_filed,manufacturing,com world 2023 08 28 scale-ai-remotasks-philippines-artificial-intelligence  and https:  time.com 6247678 openai-chatgpt-kenya-workers  report instances where worke,15,30,0.76,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763392
8.0,number,ai_patents_filed,manufacturing,com world 2023 08 28 scale-ai-remotasks-philippines-artificial-intelligence  and https:  time.com 6247678 openai-chatgpt-kenya-workers  report instances where workers,15,30,0.76,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763392
28.0,number,ai_patents_filed,manufacturing,com world 2023 08 28 scale-ai-remotasks-philippines-artificial-intelligence  and https:  time.com 6247678 openai-chatgpt-kenya-workers  report instances where workers in,15,30,0.76,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763393
18.0,number,ai_implementation_count,unknown,"cases: the EU AI Act,18 the Executive Order on the Safe, Secure, and Trustworthy Development and",16,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Executive Order,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763394
4.3,number,ai_implementation_count,unknown,"We focus on the three documents listed above, which",16,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763395
13.0,number,ai_implementation_count,unknown,More details on the version and procedure are available at sub-section 4.3.1. We also refer to this version as  provisional EU AI Act .,16,31,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],More,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763396
20.0,number,ai_implementation_count,unknown,"20 However, large amounts of data may be crucial to achieve so",17,15,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],However,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763397
22.0,number,job_creation,manufacturing,"22,23 The emergence of open-source solutions might provide a natural barrier to",17,22,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763397
23.0,number,job_creation,manufacturing,"22,23 The emergence of open-source solutions might provide a natural barrier to",17,22,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763398
19.0,number,ai_implementation_count,education,(2017) for deep learning in vision  Baja,17,28,0.49230769230769234,2024,pattern_matching,['Missing required context keywords'],Baja,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763399
20.0,number,ai_implementation_count,education,"20For an example on image recognition see: Kim et al. (2022), and press coverage in https:  news.mit.edu 2022  synthetic-data-ai-improvements-1103. 21Fo",17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763400
2022.0,number,ai_implementation_count,education,edu 2022  synthetic-data-ai-improvements-1103. 21For a discussion of model scaling and the unpredictability of emerging capabilities in LLMs see Ganguli et al,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Ganguli,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763401
1103.0,number,ai_implementation_count,education,edu 2022  synthetic-data-ai-improvements-1103. 21For a discussion of model scaling and the unpredictability of emerging capabilities in LLMs see Ganguli et al.,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Ganguli,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763401
22.0,number,ai_implementation_count,education,22See https:  bair.berkeley.edu blog 2023 04 03 koala  and https:  crfm.stanford.edu 2023 03 13 alpaca. html 23The ability of open-source models is furt,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763402
4.0,number,ai_implementation_count,education,edu blog 2023 04 03 koala  and https:  crfm.stanford.edu 2023 03 13 alpaca. html 23The ability of open-source models is further highlighted in a leaked Google s inter,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Google,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763403
0.003,millions_usd,cost_reduction,education,edu blog 2023 04 03 koala  and https:  crfm.stanford.edu 2023 03 13 alpaca. html 23The ability of open-source models is further highlighted in a leaked Google s internal m,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Google,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763403
3.0,number,ai_implementation_count,education,edu blog 2023 04 03 koala  and https:  crfm.stanford.edu 2023 03 13 alpaca. html 23The ability of open-source models is further highlighted in a leaked Google s internal,17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Google,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763404
23.0,number,ai_implementation_count,education,"html 23The ability of open-source models is further highlighted in a leaked Google s internal memo, which claims that smaller models with LoRA can outperform",17,28,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Google,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763405
26.0,number,ai_implementation_count,unknown,"Gans, and Goldfarb (2019),",18,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Gans,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763406
27.0,number,ai_implementation_count,information_communication_technology,27 Microsoft s role,18,10,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],Microsoft,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763406
98.0,percentage,ai_adoption_rate,government_public,pdf. 25The Dutch company ASML hold,18,23,0.5140705882352942,2024,pattern_matching,['Missing required context keywords'],Dutch,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763407
2023.0,number,ai_patents_filed,government_public,pdf. 25The Dutch company ASML holds exclusive patents for manufacturer of chip-making tools used by the latest generation of chips an,18,23,0.803235294117647,2024,pattern_matching,[],Dutch,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763408
25.0,number,ai_patents_filed,government_public,25The Dutch company ASML holds exclusive patents for manufacturer of chip-making tools used by the latest generation of chips and semiconductors. See :h,18,23,0.803235294117647,2024,pattern_matching,[],Dutch,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763408
9.0,number,ai_implementation_count,government_public,"com - media asml files investors  why-invest-in-asml capital-return-and-financing credit_opinion-asml-holding-nv-09aug2023.pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a m",18,23,0.7068470588235295,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763409
50.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763410
31.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763411
790.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see http",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763411
6108.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  w",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763412
98.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763413
14.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763414
0.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763414
7497.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763415
894.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763416
26.0,number,ai_implementation_count,government_public,"pdf rev  3a50fe8a14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763416
80.0,number,ai_implementation_count,government_public,"14164042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763417
95.0,percentage,ai_adoption_rate,government_public,"64042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763418
95.0,number,ai_implementation_count,government_public,"64042b31bc790c6108bcc hash 98D3CB014D8C0C01FBF7497F894B2FFA 26Nvidia is a leading company in the design of chips, with a market share estimated at 80-95%, see https:  www.",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763419
27.0,number,ai_implementation_count,government_public,html 27 ...  the European Commission is looking into some of the agreements that have been concluded between large digital market players and generative AI d,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],European Commission,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763419
24.0,number,ai_implementation_count,government_public,eu commission presscorner  detail en ip_24_85. 28See the statement by the Competition and Markets Authority (CMA) of December 2023: https:  www.gov.uk  government news cma-seeks-views-on-micro,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],Competition,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763420
85.0,number,ai_implementation_count,government_public,eu commission presscorner  detail en ip_24_85. 28See the statement by the Competition and Markets Authority (CMA) of December 2023: https:  www.gov.uk  government news cma-seeks-views-on-microsof,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],Competition,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763421
28.0,number,ai_implementation_count,government_public,28See the statement by the Competition and Markets Authority (CMA) of December 2023: https:  www.gov.uk  government news cma-seeks-views-on-microsofts-p,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],Competition,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763422
2024.0,count,ai_implementation_count,government_public,gov news-events news press-releases 2024 01  ftc-launches-inquiry-generative-ai-investments-partnerships. 30Cavallo 2018 notes that firms  enhanced ability to optimize on prices does not nec,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763422
1.0,count,ai_implementation_count,government_public,gov news-events news press-releases 2024 01  ftc-launches-inquiry-generative-ai-investments-partnerships. 30Cavallo 2018 notes that firms  enhanced ability to optimize on prices does not necess,18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763423
30.0,count,ai_implementation_count,government_public,"30Cavallo 2018 notes that firms  enhanced ability to optimize on prices does not necessarily lead to more discrimination. Instead, algorithmic pricing i",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],Instead,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763424
2018.0,count,ai_implementation_count,government_public,"30Cavallo 2018 notes that firms  enhanced ability to optimize on prices does not necessarily lead to more discrimination. Instead, algorithmic pricing increases the",18,23,0.6425882352941177,2024,pattern_matching,['Missing required context keywords'],Instead,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763424
31.0,number,ai_implementation_count,unknown,31,19,18,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763425
51.0,number,ai_implementation_count,unknown,"Responsible Military Use of Artificial Intelligence and Autonomy,  endorsed by 51 states as of January",20,11,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Responsible Military Use,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763426
32.0,number,ai_implementation_count,unknown,32 Another source of risk may be fast adoption without adequate assessment of the technology s,20,12,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Another,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763427
33.0,number,ai_implementation_count,unknown,33See https:  www.ncsc.gov.uk collection guidelines-secure-ai-system-development.,20,31,0.7,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763428
34.0,number,ai_implementation_count,unknown,"34 Hence, some provisions may still apply to dual-use tech-",21,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Hence,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763428
2012.0,number,ai_implementation_count,professional_services,,21,10,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763429
2019.0,number,ai_implementation_count,unknown,"2019), or reproduce existing societal biases when deployed for wide use (Caliskan, Bryson, and Narayanan",21,11,0.7,2024,pattern_matching,[],Caliskan,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763430
34.0,number,ai_implementation_count,government_public,"34(12a) If and insofar AI systems are placed on the market, put into service, or used with or without modification of such systems for military, defence",21,28,0.7670588235294117,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763430
12.0,number,ai_implementation_count,government_public,"34(12a) If and insofar AI systems are placed on the market, put into service, or used with or without modification of such systems for military, defence or",21,28,0.7670588235294117,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763431
35.0,number,ai_implementation_count,government_public,35The full list of areas of EU competency is available here: https:  commission.europa.eu  about-european-commission what-european-commission-does law a,21,28,0.6136470588235294,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763432
36.0,number,ai_implementation_count,unknown,36 The Act also qualifies many AI applications where bias would allocate critical resources such,22,16,0.7,2024,pattern_matching,[],The Act,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763433
37.0,number,ai_implementation_count,unknown,"37 Finally, regulation in China requires effective measures to be put",22,20,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Finally,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763434
38.0,number,ai_implementation_count,unknown,38,22,24,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763435
36.0,number,ai_implementation_count,financial_services,"eu en library ethics-guidelines-trustworthy-ai 37In the EU, the Council of Europe AI Convention, is also set to",22,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Council,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763436
37.0,number,ai_implementation_count,financial_services,"eu en library ethics-guidelines-trustworthy-ai 37In the EU, the Council of Europe AI Convention, is also set to be the first international treaty on AI about legal standards in human rights, democrac",22,31,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Council,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763437
38.0,number,ai_implementation_count,financial_services,"38The concept of  explainability  is particularly important in scenarios where AI could be used in sensitive or critical applications, such as service d",22,31,0.76,2024,pattern_matching,[],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763437
2017.0,number,ai_implementation_count,unknown,AI misinformation and disinformation recently featured,23,33,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763438
39.0,number,ai_implementation_count,unknown,39,24,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763439
4.1,number,ai_implementation_count,professional_services,A key claim of the paper is,24,17,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763440
40.0,number,ai_implementation_count,unknown,40 The speed of AI development motivates some authorities,26,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763440
41.0,number,ai_implementation_count,unknown,"ai en wonk ai-system-definition-update 41See O Shaughnessy (2022), for Carnegie Endowment for International Peace, and the UK White Paper on AI in paragraph  3.",26,29,0.7,2024,pattern_matching,[],Shaughnessy,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763441
1.0,number,ai_implementation_count,unknown,1 Defining Artificial Intelligence . 42The latest version of the EU AI Act states that  (12) The notion of  AI system  in this Regulation should be cle,26,29,0.7,2024,pattern_matching,[],Defining Artificial Intelligence,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763442
42.0,number,ai_implementation_count,unknown,42The latest version of the EU AI Act states that  (12) The notion of  AI system  in this Regulation should be clearly defined and should be closely ali,26,29,0.7,2024,pattern_matching,[],Regulation,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763443
12.0,number,ai_implementation_count,unknown,42The latest version of the EU AI Act states that  (12) The notion of  AI system  in this Regulation should be clearly defined and should be closely aligned with the work of international organisations wo,26,29,0.77,2024,pattern_matching,[],Regulation,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763443
43.0,number,ai_implementation_count,unknown,43https:  www.economist.com business 2023 10 24 the-world-wants-to-regulate-ai-but-does-not-quite-know-how 44https:  asia.nikkei.com Business Technology,26,29,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Business Technology,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763444
24.0,number,ai_implementation_count,unknown,com business 2023 10 24 the-world-wants-to-regulate-ai-but-does-not-quite-know-how 44https:  asia.nikkei.com Business Technology Japan-seeks-AI-transparency-with-new-disclos,26,29,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Business Technology Japan,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763445
44.0,number,ai_implementation_count,unknown,"com business 2023 10 24 the-world-wants-to-regulate-ai-but-does-not-quite-know-how 44https:  asia.nikkei.com Business Technology Japan-seeks-AI-transparency-with-new-disclosure-guidelines, https:  www.",26,29,0.616,2024,pattern_matching,['Missing required context keywords'],Business Technology Japan,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763445
11.0,number,ai_implementation_count,unknown,"jp news 2023 11 24 japan politics generative-ai-guidelines-no-penalties , https:  www.reuters.com technology japan-leaning-toward-softer-ai-rules-than-eu-source-2023",26,29,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763446
7.0,number,ai_implementation_count,unknown,com technology japan-leaning-toward-softer-ai-rules-than-eu-source-2023-07-03,26,29,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763447
45.0,number,ai_implementation_count,unknown,45 US regulation,27,1,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763448
2021.0,number,job_creation,government_public,"regulation, with the EU AI Act proposed by the EU Commission in 2021 and set to enter into force",27,8,0.6136470588235294,2021,pattern_matching,['Missing required context keywords'],Commission,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763448
46.0,number,ai_implementation_count,unknown,"46 A provisional political agreement was reached on December 8, 2023 in",27,9,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],December,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763449
47.0,number,ai_implementation_count,unknown,47 The European Parliament approved the Act,27,14,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],The European Parliament,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763450
48.0,number,ai_implementation_count,unknown,48 We will refer to this version as the  latest text  of the,27,15,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763450
49.0,number,ai_implementation_count,unknown,49 This is because the final approved version of the Act may differ due to the,27,16,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763451
45.0,number,ai_implementation_count,education,For ex,27,25,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763452
46.0,number,ai_implementation_count,education,"46A summary of developments can be found at the website https:  artificialintelligenceact.eu developments , maintained by Future of Life Institute. 47A",27,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Future,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763453
47.0,number,ai_implementation_count,education,47A summary is available at:https:  www.europarl.europa.eu news en press-room 20240212IPR17618  artificial-intelligence-act-committees-confirm-landmark-,27,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763453
17618.0,number,ai_implementation_count,education,eu news en press-room 20240212IPR17618  artificial-intelligence-act-committees-confirm-landmark-agreement 48The Press Release by the EU Parliament is available at this link:https:  www.,27,25,0.4256,2024,pattern_matching,"['Value 17618.0 outside typical range [0, 10000]', 'Missing required context keywords']",Press Release,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763454
48.0,number,ai_implementation_count,education,eu news en press-room 20240212IPR17618  artificial-intelligence-act-committees-confirm-landmark-agreement 48The Press Release by the EU Parliament is available at this link:https:  www.,27,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Press Release,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763455
19015.0,number,ai_implementation_count,education,eu news en  press-room 20240308IPR19015 artificial-intelligence-act-meps-adopt-landmark-law 49The text of the Provisional Act is available at this link: https:  www.,27,25,0.4256,2024,pattern_matching,"['Value 19015.0 outside typical range [0, 10000]', 'Missing required context keywords']",Provisional Act,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763456
49.0,number,ai_implementation_count,education,eu news en  press-room 20240308IPR19015 artificial-intelligence-act-meps-adopt-landmark-law 49The text of the Provisional Act is available at this link: https:  www.,27,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Provisional Act,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763456
138.0,number,ai_implementation_count,education,"eu doceo document  TA-9-2024-0138_EN.html. 50In particular, bans on prohibited practices will apply 6 months after the entry into force  codes of practice will apply 9 months after en",27,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763457
